	T_C	RH_	prediction	
2023	8.340000153	83.75025177	6.471968877	77.27828289
2024	8.340000153	94.37200165	4.274330086	90.09767156
2025	8.350000381	69.76622009	9.365263373	60.40095672
2026	8.350000381	96.60381317	3.812568546	92.79124462
2027	8.359999657	32.10666275	17.15702132	14.94964143
2028	8.369999886	96.50960541	3.832060122	92.67754529
2029	8.420000076	97.12043762	3.705679009	93.41475861
2030	8.420000076	97.36875153	3.654302892	93.71444863
2031	8.430000305	80.75553894	7.091574606	73.66396433
2032	8.43999958	80.73091125	7.096670071	73.63424118
2033	8.449999809	36.29663086	16.29011742	20.00651344
2034	8.449999809	45.48226929	14.38960992	31.09265937
2035	8.449999809	57.71374893	11.85891823	45.8548307
2036	8.449999809	87.66407776	5.662198744	82.00187902
2037	8.460000038	26.77065277	18.26104115	8.509611616
2038	8.470000267	47.32559967	14.00822508	33.31737459
2039	8.479999542	49.33859634	13.5917363	35.74686004
2040	8.479999542	94.53508759	4.240587625	90.29449996
2041	8.479999542	96.04032898	3.929153359	92.11117562
2042	8.479999542	97.23625946	3.681715484	93.55454398
2043	8.489999771	79.8804245	7.27263568	72.60778882
2044	8.5	64.18824005	10.51934678	53.66889327
2045	8.5	87.05040741	5.789167066	81.26124034
2046	8.510000229	56.77810669	12.0525025	44.72560419
2047	8.520000458	40.61922836	15.39577251	25.22345586
2048	8.520000458	43.23558807	14.85444799	28.38114008
2049	8.520000458	87.31626892	5.734160351	81.58210857
2050	8.520000458	92.16409302	4.73114612	87.4329469
2051	8.520000458	94.24324036	4.300970782	89.94226957
2052	8.520000458	95.70090485	3.999380172	91.70152467
2053	8.520000458	96.89913177	3.751467162	93.14766461
2054	8.529999733	78.15596771	7.629425585	70.52654213
2055	8.529999733	94.49798584	4.248263972	90.24972187
2056	8.539999962	31.86589813	17.20683549	14.65906264
2057	8.539999962	83.15943146	6.594209529	76.56522193
2058	8.539999962	96.78011322	3.776092087	93.00402113
2059	8.550000191	93.08735657	4.540123001	88.54723357
2060	8.550000191	96.35899353	3.863221701	92.49577183
2061	8.56000042	48.00956345	13.86671305	34.14285039
2062	8.56000042	57.31797028	11.94080478	45.37716549
2063	8.579999924	48.56110764	13.75259863	34.80850901
2064	8.590000153	34.01849747	16.76146295	17.25703452
2065	8.600000381	96.67189026	3.798483405	92.87340685
2066	8.609999657	74.61139679	8.362796889	66.2485999
2067	8.619999886	57.47501755	11.90831172	45.56670583
2068	8.619999886	93.8655777	4.379109141	89.48646856
2069	8.619999886	95.55242157	4.030101344	91.52232023
2070	8.630000114	85.48222351	6.113624129	79.36859938
2071	8.640000343	32.80660629	17.01220309	15.79440321
2072	8.640000343	51.78107071	13.08638865	38.69468206
2073	8.640000343	52.35301208	12.96805405	39.38495804
2074	8.640000343	60.18077087	11.34849168	48.83227919
2075	8.640000343	97.00657654	3.729236854	93.27733968
2076	8.649999619	82.5987854	6.710207132	75.88857827
2077	8.680000305	29.4565239	17.70533474	11.75118916
2078	8.680000305	94.41172791	4.266110728	90.14561718
2079	8.680000305	96.19441223	3.897273552	92.29713868
2080	8.68999958	45.38915253	14.40887576	30.98027676
2081	8.68999958	87.72267914	5.650074125	82.07260501
2082	8.699999809	27.31184006	18.14906957	9.162770488
2083	8.699999809	34.92276382	16.57437034	18.34839348
2084	8.699999809	74.60224152	8.364691114	66.2375504
2085	8.710000038	71.23926544	9.060490465	62.17877498
2086	8.720000267	74.7443924	8.335280114	66.40911228
2087	8.720000267	77.48863983	7.767495644	69.72114419
2088	8.720000267	86.68515015	5.86473875	80.8204114
2089	8.720000267	95.35346222	4.07126601	91.28219621
2090	8.720000267	95.75476074	3.988237393	91.76652335
2091	8.739999771	92.01673889	4.761633671	87.25510522
2092	8.75	37.08794785	16.12639403	20.96155382
2093	8.75	46.96388245	14.08306433	32.88081812
2094	8.75	91.84052277	4.798092767	87.04243
2095	8.760000229	38.28979492	15.87773201	22.41206291
2096	8.760000229	42.36299133	15.03498815	27.32800318
2097	8.760000229	75.79930878	8.117018039	67.68229074
2098	8.760000229	86.51138306	5.900691141	80.61069192
2099	8.779999733	35.18556213	16.51999741	18.66556473
2100	8.779999733	50.62290192	13.32601363	37.29688828
2101	8.779999733	77.25572968	7.815684728	69.44004495
2102	8.779999733	83.42751312	6.538743465	76.88876966
2103	8.779999733	95.49506378	4.041968664	91.45309512
2104	8.789999962	95.67333984	4.005083368	91.66825648
2105	8.789999962	97.47039795	3.633272259	93.83712569
2106	8.800000191	33.52673721	16.86320808	16.66352913
2107	8.800000191	64.26972198	10.50248818	53.76723381
2108	8.800000191	72.34682465	8.831336597	63.51548805
2109	8.800000191	86.83534241	5.83366399	81.00167842
2110	8.819999695	44.51037216	14.59069532	29.91967685
2111	8.829999924	81.51634216	6.934164509	74.58217765
2112	8.829999924	93.94617462	4.362433647	89.58374097
2113	8.829999924	93.97148132	4.357197694	89.61428363
2114	8.859999657	70.42667389	9.228615561	61.19805833
2115	8.869999886	42.62485123	14.98080937	27.64404185
2116	8.869999886	94.76470184	4.193080462	90.57162138
2117	8.880000114	95.69754791	4.000074721	91.69747319
2118	8.890000343	84.40826416	6.335826191	78.07243797
2119	8.899999619	40.66209412	15.38690359	25.27519053
2120	8.899999619	42.00553894	15.10894501	26.89659393
2121	8.899999619	52.51063156	12.93544259	39.57518897
2122	8.899999619	85.09801483	6.193116859	78.90489797
2123	8.930000305	78.10604858	7.639753847	70.46629474
2124	8.930000305	95.73607635	3.992103191	91.74397316
2125	8.930000305	95.96168518	3.945424752	92.01626043
2126	8.93999958	95.91426849	3.955235259	91.95903324
2127	8.93999958	96.91413879	3.748362212	93.16577658
2128	8.949999809	70.64078522	9.184315952	61.45646927
2129	8.949999809	77.53772736	7.757339441	69.78038791
2130	8.960000038	35.45822144	16.46358423	18.99463721
2131	8.960000038	82.26886749	6.778467108	75.49040038
2132	8.960000038	85.95541382	6.01572111	79.93969271
2133	8.960000038	90.66345978	5.041626959	85.62183282
2134	8.979999542	49.71030807	13.51482919	36.19547888
2135	8.979999542	75.68010712	8.141680849	67.53842627
2136	8.979999542	79.69116974	7.311792468	72.37937727
2137	8.979999542	95.22202301	4.098460767	91.12356224
2138	8.989999771	28.76836205	17.84771534	10.9206467
2139	8.989999771	44.80941772	14.52882282	30.2805949
2140	9	46.28993988	14.22250297	32.06743691
2141	9	93.15396881	4.526340936	88.62762788
2142	9	95.98056793	3.941517913	92.03905002
2143	9.020000458	91.67958069	4.831391663	86.84818903
2144	9.020000458	94.82980347	4.179610944	90.65019252
2145	9.020000458	96.13626862	3.90930346	92.22696516
2146	9.029999733	45.46249771	14.39370065	31.06879706
2147	9.039999962	51.62657928	13.11835291	38.50822638
2148	9.039999962	75.77514648	8.122017215	67.65312927
2149	9.039999962	94.1280365	4.324806446	89.80323005
2150	9.039999962	95.33866882	4.074326762	91.26434206
2151	9.06000042	75.09037781	8.263695773	66.82668203
2152	9.06000042	95.19308472	4.104448096	91.08863662
2153	9.069999695	95.99945068	3.937611074	92.06183961
2154	9.079999924	50.78565979	13.29233905	37.49332074
2155	9.079999924	51.96412659	13.04851441	38.91561218
2156	9.079999924	52.47629929	12.94254594	39.53375335
2157	9.079999924	60.16533279	11.35168582	48.81364698
2158	9.079999924	96.05227661	3.926681395	92.12559522
2159	9.090000153	85.72315979	6.063774441	79.65938535
2160	9.100000381	47.68318558	13.9342406	33.74894498
2161	9.100000381	90.93035889	4.986405565	85.94395332
2162	9.100000381	97.20707703	3.687753326	93.5193237
2163	9.109999657	93.00460052	4.557245216	88.44735531
2164	9.119999886	95.86247253	3.965951836	91.8965207
2165	9.130000114	48.05419159	13.8574795	34.19671209
2166	9.149999619	96.62181091	3.808844816	92.8129661
2167	9.159999847	69.63907623	9.391569422	60.24750681
2168	9.159999847	75.46959686	8.185235395	67.28436147
2169	9.159999847	81.75169373	6.885470299	74.86622343
2170	9.18999958	33.40340805	16.88872487	16.51468318
2171	9.18999958	93.40686798	4.474016127	88.93285185
2172	9.199999809	43.72047043	14.75412589	28.96634454
2173	9.210000038	31.50758934	17.28096954	14.2266198
2174	9.210000038	61.00540161	11.17787568	49.82752593
2175	9.210000038	69.64860535	9.38959785	60.2590075
2176	9.210000038	94.88036346	4.169150087	90.71121338
2177	9.220000267	65.63758087	10.21947834	55.41810253
2178	9.239999771	33.11933899	16.94749873	16.17184026
2179	9.239999771	34.27292252	16.70882243	17.56410008
2180	9.239999771	85.86421204	6.034590748	79.82962129
2181	9.239999771	96.24583435	3.886634322	92.35920003
2182	9.25	68.60923767	9.604642899	59.00459477
2183	9.25	96.84889984	3.761860143	93.0870397
2184	9.260000229	83.32531738	6.559887751	76.76542963
2185	9.260000229	90.55906677	5.06322586	85.49584091
2186	9.260000229	97.15111542	3.699331777	93.45178364
2187	9.270000458	81.99111176	6.835934737	75.15517702
2188	9.279999733	47.82920456	13.90402929	33.92517527
2189	9.279999733	77.33473206	7.799339145	69.53539291
2190	9.279999733	88.04936981	5.582481863	82.46688795
2191	9.300000191	63.63567352	10.63367273	53.00200079
2192	9.300000191	97.31164551	3.66611812	93.64552739
2193	9.31000042	49.32921982	13.59367631	35.73554351
2194	9.31000042	90.82926178	5.007322545	85.82193923
2195	9.319999695	71.30232239	9.04744399	62.2548784
2196	9.340000153	44.94537354	14.50069358	30.44467995
2197	9.340000153	62.97665787	10.77002299	52.20663488
2198	9.340000153	77.94873047	7.672302946	70.27642752
2199	9.340000153	95.36862946	4.068127911	91.30050154
2200	9.340000153	96.02210236	3.932924445	92.08917791
2201	9.340000153	96.72344971	3.787815761	92.93563395
2202	9.350000381	86.49562073	5.903952365	80.59166836
2203	9.350000381	95.11937714	4.119698186	90.99967895
2204	9.359999657	72.15054321	8.871947202	63.27859601
2205	9.359999657	74.23901367	8.439842912	65.79917076
2206	9.359999657	74.7652359	8.330967595	66.43426831
2207	9.359999657	76.11704254	8.051278961	68.06576358
2208	9.359999657	82.97483826	6.632401841	76.34243642
2209	9.359999657	84.67725372	6.280172282	78.39708144
2210	9.359999657	95.07162476	4.129578148	90.94204661
2211	9.359999657	97.17844391	3.693677515	93.48476639
2212	9.369999886	97.15622711	3.698274168	93.45795294
2213	9.390000343	51.43420792	13.15815452	38.2760534
2214	9.390000343	94.62518311	4.221946873	90.40323623
2215	9.399999619	82.4492569	6.741144562	75.70811234
2216	9.399999619	92.67212677	4.626033997	88.04609277
2217	9.420000076	64.32094574	10.49188999	53.82905575
2218	9.420000076	81.05741119	7.029117273	74.02829392
2219	9.460000038	31.27167892	17.32977938	13.94189955
2220	9.460000038	95.14871979	4.113627195	91.03509259
2221	9.460000038	96.48073578	3.838033244	92.64270253
2222	9.479999542	64.12940216	10.53152033	53.59788183
2223	9.479999542	83.02906036	6.621183293	76.40787707
2224	9.479999542	83.90871429	6.439182999	77.4695313
2225	9.479999542	95.80865479	3.977086722	91.83156806
2226	9.489999771	78.39012909	7.580977624	70.80915147
2227	9.5	50.63179016	13.32417466	37.3076155
2228	9.5	51.69157028	13.10490628	38.58666401
2229	9.5	53.3189888	12.76819358	40.55079522
2230	9.5	83.86013794	6.449233441	77.4109045
2231	9.520000458	41.32731247	15.24926999	26.07804248
2232	9.520000458	75.40621948	8.198348168	67.20787131
2233	9.520000458	78.20568848	7.619138365	70.58655011
2234	9.539999962	59.33071136	11.52436889	47.80634247
2235	9.539999962	66.38309479	10.0652316	56.31786319
2236	9.539999962	96.52746582	3.828364804	92.69910102
2237	9.539999962	96.57756042	3.818000237	92.75956019
2238	9.550000191	80.68190765	7.106808911	73.57509874
2239	9.550000191	96.37980652	3.858915496	92.52089102
2240	9.56000042	77.06545258	7.855053037	69.21039954
2241	9.56000042	96.50782776	3.832427917	92.67539984
2242	9.569999695	73.19734955	8.655363095	64.54198645
2243	9.590000153	29.14355087	17.77008882	11.37346205
2244	9.590000153	83.85438538	6.450423646	77.40396173
2245	9.609999657	81.15378571	7.009177398	74.14460831
2246	9.619999886	83.03444672	6.620068857	76.41437786
2247	9.619999886	94.02745819	4.345616086	89.6818421
2248	9.619999886	95.94684601	3.948494975	91.99835103
2249	9.630000114	85.376091	6.135582932	79.24050807
2250	9.640000343	56.92388916	12.02234012	44.90154904
2251	9.640000343	75.67948151	8.141810287	67.53767122
2252	9.649999619	46.64968872	14.14807097	32.50161775
2253	9.649999619	91.0699234	4.957529684	86.11239372
2254	9.649999619	91.81530762	4.803309778	87.01199784
2255	9.659999847	28.823946	17.83621503	10.98773097
2256	9.659999847	39.71079254	15.58372777	24.12706477
2257	9.659999847	41.46853638	15.22005078	26.2484856
2258	9.659999847	42.90491486	14.92286424	27.98205061
2259	9.659999847	96.98554993	3.733587257	93.25196267
2260	9.670000076	74.66262817	8.352197121	66.31043105
2261	9.670000076	78.45620728	7.567306055	70.88890122
2262	9.680000305	47.42172623	13.9883365	33.43338972
2263	9.680000305	47.48309326	13.97563967	33.50745359
2264	9.680000305	61.11287689	11.15563906	49.95723784
2265	9.680000305	92.92337036	4.574051728	88.34931863
2266	9.680000305	95.05593872	4.132823587	90.92311513
2267	9.680000305	97.09101105	3.711767364	93.37924368
2268	9.68999958	41.59716034	15.1934385	26.40372184
2269	9.699999809	85.18093872	6.175959916	79.0049788
2270	9.699999809	96.67105865	3.798655464	92.87240319
2271	9.699999809	96.67105865	3.798655464	92.87240319
2272	9.699999809	97.2713623	3.67445271	93.59690959
2273	9.699999809	97.42115021	3.643461611	93.7776886
2274	9.710000038	89.79347229	5.221627267	84.57184502
2275	9.720000267	79.36528015	7.379218985	71.98606117
2276	9.720000267	89.06912231	5.371495192	83.69762712
2277	9.720000267	89.5366745	5.2747587	84.2619158
2278	9.729999542	39.2143631	15.68643896	23.52792413
2279	9.729999542	45.21013641	14.44591418	30.76422224
2280	9.729999542	70.45360565	9.223043382	61.23056227
2281	9.729999542	93.49713898	4.455339069	89.04179991
2282	9.729999542	93.70068359	4.413225712	89.28745788
2283	9.729999542	95.77520752	3.984006958	91.79120056
2284	9.739999771	86.77326965	5.846506835	80.92676282
2285	9.739999771	92.88788605	4.581393428	88.30649262
2286	9.760000229	81.56443024	6.924215093	74.64021514
2287	9.760000229	95.45578003	4.050096467	91.40568356
2288	9.770000458	72.259552	8.849393296	63.41015871
2289	9.770000458	95.48365784	4.044328552	91.43932928
2290	9.779999733	33.94047928	16.7776049	17.16287438
2291	9.779999733	37.41693878	16.05832584	21.35861294
2292	9.779999733	42.79444122	14.94572122	27.84872
2293	9.779999733	94.47536469	4.252944286	90.2224204
2294	9.779999733	96.96820831	3.737175235	93.23103308
2295	9.789999962	67.34370422	9.866481619	57.4772226
2296	9.789999962	67.68610382	9.795639183	57.89046464
2297	9.800000191	73.49430084	8.593923908	64.90037693
2298	9.800000191	95.94499207	3.948878555	91.99611351
2299	9.819999695	80.55273438	7.133534847	73.41919953
2300	9.819999695	83.40094757	6.544239874	76.8567077
2301	9.819999695	96.65349579	3.802289219	92.85120657
2302	9.829999924	46.94961929	14.08601537	32.86360392
2303	9.829999924	84.52190399	6.312314123	78.20958987
2304	9.829999924	94.58992004	4.229242796	90.36067725
2305	9.829999924	97.55657959	3.615441287	93.9411383
2306	9.840000153	55.67507172	12.2807203	43.39435141
2307	9.850000381	33.85093689	16.79613121	17.05480568
2308	9.859999657	84.95362091	6.222991944	78.73062897
2309	9.859999657	95.50773621	4.039346741	91.46838947
2310	9.869999886	88.58530426	5.47159709	83.11370717
2311	9.880000114	42.65029144	14.9755458	27.67474565
2312	9.890000343	92.15900421	4.732198993	87.42680522
2313	9.890000343	96.67247772	3.798361859	92.87411586
2314	9.899999619	80.46227264	7.152251368	73.31002128
2315	9.899999619	82.26800537	6.778645481	75.48935989
2316	9.899999619	95.41753387	4.058009592	91.35952428
2317	9.899999619	96.90071869	3.75113883	93.14957986
2318	9.909999847	70.31893921	9.250905853	61.06803336
2319	9.909999847	91.54781342	4.858654297	86.68915912
2320	9.920000076	77.2514267	7.816575014	69.43485168
2321	9.920000076	78.91910553	7.471532461	71.44757307
2322	9.920000076	80.62900543	7.117754374	73.51125106
2323	9.920000076	80.81821442	7.078607057	73.73960736
2324	9.920000076	91.70462799	4.82620938	86.87841861
2325	9.930000305	88.13002777	5.565793741	82.56423403
2326	9.930000305	95.17303467	4.108596449	91.06443822
2327	9.93999958	77.09098053	7.849771307	69.24120922
2328	9.93999958	78.26869202	7.60610294	70.66258908
2329	9.93999958	84.1219635	6.395061764	77.72690174
2330	9.93999958	85.26399994	6.15877456	79.10522538
2331	9.93999958	90.88563538	4.995658854	85.88997652
2332	9.93999958	93.19509125	4.517832708	88.67725854
2333	9.93999958	94.00999451	4.349229321	89.66076519
2334	9.93999958	96.28440857	3.878653321	92.40575525
2335	9.949999809	40.3721199	15.44689922	24.92522069
2336	9.949999809	97.18966675	3.691355511	93.49831124
2337	9.960000038	82.57675934	6.714764322	75.86199502
2338	9.979999542	30.4110508	17.50784323	12.90320756
2339	9.989999771	95.51728821	4.037370433	91.47991778
2340	10	95.44425201	4.052481612	91.3917704
2341	10.01000023	81.51287842	6.934881158	74.57799726
2342	10.01000023	94.00296021	4.350684717	89.65227549
2343	10.02000046	96.85817719	3.759940662	93.09823652
2344	10.02999973	67.81601715	9.76876013	58.04725702
2345	10.02999973	84.00966644	6.418296012	77.59137043
2346	10.03999996	96.16052246	3.904285342	92.25623712
2347	10.05000019	96.71586609	3.789384811	92.92648128
2348	10.06000042	91.5345993	4.861388295	86.67321101
2349	10.06000042	96.66840363	3.799204789	92.86919884
2350	10.07999992	65.61917877	10.22328573	55.39589304
2351	10.07999992	74.21884155	8.444016521	65.77482503
2352	10.07999992	95.51611328	4.037613525	91.47849976
2353	10.10000038	59.803936	11.42645877	48.37747723
2354	10.10999966	32.00832748	17.17736688	14.83096061
2355	10.10999966	90.07492065	5.163395634	84.91152502
2356	10.10999966	93.85112	4.382100438	89.46901956
2357	10.11999989	34.3578949	16.69124166	17.66665324
2358	10.11999989	79.42539978	7.366780241	72.05861954
2359	10.11999989	95.24893188	4.092893324	91.15603856
2360	10.11999989	96.5340271	3.827007276	92.70701982
2361	10.11999989	97.0357132	3.723208483	93.31250471
2362	10.14000034	69.54257202	9.411536132	60.13103589
2363	10.14000034	84.0085144	6.418534368	77.58998004
2364	10.14999962	40.96010971	15.3252442	25.63486551
2365	10.15999985	68.80838013	9.563440348	59.24493978
2366	10.15999985	78.67110443	7.522843859	71.14826057
2367	10.15999985	90.47597504	5.08041753	85.39555751
2368	10.17000008	96.27103424	3.881420468	92.38961377
2369	10.18000031	96.67582703	3.797668888	92.87815814
2370	10.18999958	82.65596771	6.698376118	75.95759159
2371	10.18999958	87.48604584	5.699033527	81.78701231
2372	10.19999981	27.95453072	18.01609695	9.938433768
2373	10.19999981	65.66941833	10.21289117	55.45652716
2374	10.19999981	69.27033997	9.467860912	59.80247905
2375	10.19999981	91.57028198	4.854005553	86.71627643
2376	10.19999981	93.84925079	4.382487176	89.46676362
2377	10.22000027	39.45709991	15.63621674	23.82088317
2378	10.22000027	61.75842285	11.02207567	50.73634718
2379	10.22000027	88.98443604	5.389016773	83.59541926
2380	10.22000027	91.93557739	4.778425976	87.15715142
2381	10.23999977	94.74914551	4.196299066	90.55284644
2382	10.23999977	95.60939789	4.018312951	91.59108494
2383	10.25	94.77714539	4.190505895	90.58663949
2384	10.25	95.35942841	4.070031607	91.2893968
2385	10.26000023	41.47462082	15.21879191	26.25582891
2386	10.26000023	47.68147278	13.93459497	33.7468778
2387	10.26000023	74.61676788	8.36168561	66.25508227
2388	10.26000023	90.91491699	4.989600492	85.9253165
2389	10.27000046	69.1984024	9.482744785	59.71565762
2390	10.27000046	96.57460785	3.818611124	92.75599672
2391	10.28999996	94.40703583	4.267081518	90.13995431
2392	10.30000019	30.89296341	17.40813557	13.48482784
2393	10.30000019	75.8164978	8.113461632	67.70303617
2394	10.30000019	93.00754547	4.556635907	88.45090956
2395	10.31000042	45.37508774	14.41178577	30.96330197
2396	10.34000015	29.85743332	17.62238663	12.23504669
2397	10.34000015	60.2547493	11.33318555	48.92156375
2398	10.34000015	65.37756348	10.27327591	55.10428757
2399	10.34000015	86.70678711	5.860262065	80.84652504
2400	10.34000015	89.63903046	5.253581264	84.38544919
2401	10.35000038	80.01939392	7.243882923	72.775511
2402	10.35000038	96.31957245	3.871377918	92.44819453
2403	10.35999966	43.61126328	14.77672084	28.83454244
2404	10.35999966	63.38441467	10.68565816	52.69875652
2405	10.36999989	54.10754776	12.60504082	41.50250694
2406	10.38000011	30.38083076	17.51409576	12.86673501
2407	10.38000011	47.4512291	13.98223236	33.46899673
2408	10.38000011	92.69538879	4.621221087	88.07416771
2409	10.38000011	96.70489502	3.791654724	92.9132403
2410	10.39999962	49.9647522	13.46218473	36.50256746
2411	10.39999962	66.30919647	10.08052115	56.22867532
2412	10.39999962	66.33792877	10.07457644	56.26335233
2413	10.39999962	94.38520813	4.271597667	90.11361046
2414	10.39999962	95.45001984	4.051288251	91.39873159
2415	10.40999985	70.64104462	9.184262283	61.45678233
2416	10.40999985	96.41127014	3.852405676	92.55886447
2417	10.42000008	81.17284393	7.005234253	74.16760968
2418	10.42000008	96.3636322	3.862261961	92.50137024
2419	10.43000031	96.49214935	3.835671777	92.65647758
2420	10.43999958	85.51448822	6.106948564	79.40753966
2421	10.44999981	85.35769653	6.139388746	79.21830779
2422	10.46000004	31.55496979	17.27116653	14.28380326
2423	10.46000004	59.27306366	11.53629619	47.73676746
2424	10.46000004	72.4240036	8.81536828	63.60863532
2425	10.47000027	96.67900085	3.797012224	92.88198863
2426	10.47999954	82.04969788	6.823813276	75.2258846
2427	10.47999954	96.32945251	3.869333734	92.46011878
2428	10.48999977	74.60812378	8.363474074	66.24464971
2429	10.48999977	74.99702454	8.283010554	66.71401398
2430	10.5	30.39122581	17.51194502	12.87928079
2431	10.5	74.99906921	8.28258751	66.7164817
2432	10.5	77.53922272	7.757030051	69.78219267
2433	10.5	96.48590088	3.836964586	92.64893629
2434	10.51000023	82.64826202	6.699970424	75.9482916
2435	10.51000023	92.67767334	4.624886412	88.05278693
2436	10.52000046	62.56791306	10.85459225	51.71332081
2437	10.52000046	73.13617706	8.668019675	64.46815739
2438	10.52000046	75.72382355	8.132635924	67.59118762
2439	10.52000046	80.32832336	7.179965458	73.14835791
2440	10.52000046	92.83407593	4.592526735	88.24154919
2441	10.52000046	96.2646637	3.882738533	92.38192516
2442	10.52000046	96.41578674	3.851471192	92.56431555
2443	10.52000046	97.34516144	3.659183678	93.68597776
2444	10.53999996	89.8968277	5.200243046	84.69658465
2445	10.56000042	60.02603149	11.38050724	48.64552425
2446	10.56000042	64.43419647	10.46845843	53.96573804
2447	10.56000042	76.56104279	7.959415363	68.60162742
2448	10.57999992	43.32587051	14.83576857	28.49010195
2449	10.59000015	94.74025726	4.198138043	90.54211922
2450	10.60000038	58.08275604	11.7825707	46.30018534
2451	10.60000038	93.41792297	4.471728851	88.94619412
2452	10.60000038	96.1853714	3.8991441	92.2862273
2453	10.60999966	49.1379509	13.63324982	35.50470107
2454	10.60999966	56.56810379	12.09595207	44.47215172
2455	10.60999966	87.087883	5.781413372	81.30646962
2456	10.61999989	32.73282242	17.02746896	15.70535346
2457	10.61999989	38.55181503	15.82352008	22.72829495
2458	10.61999989	43.51775742	14.79606719	28.72169023
2459	10.61999989	62.70154953	10.82694287	51.87460666
2460	10.61999989	69.32128906	9.45731955	59.86396951
2461	10.63000011	97.37516785	3.652975356	93.72219249
2462	10.64999962	95.36484528	4.068910857	91.29593442
2463	10.65999985	95.72175598	3.995066074	91.72668991
2464	10.67000008	68.76172638	9.573093003	59.18863338
2465	10.68000031	96.33296204	3.868607614	92.46435442
2466	10.68999958	33.73807907	16.81948148	16.91859759
2467	10.69999981	65.58588409	10.2301744	55.3557097
2468	10.71000004	72.19260406	8.863244817	63.32935925
2469	10.71000004	79.25421906	7.402197512	71.85202154
2470	10.71000004	83.49874878	6.524004816	76.97474396
2471	10.71000004	96.2401886	3.887802427	92.35238617
2472	10.72999954	96.19512177	3.89712675	92.29799502
2473	10.73999977	82.59303284	6.711397337	75.8816355
2474	10.75	94.98574829	4.147345978	90.83840231
2475	10.76000023	46.76091766	14.12505772	32.63585995
2476	10.76000023	92.07381439	4.749824757	87.32398964
2477	10.77000046	52.05288696	13.0301499	39.02273707
2478	10.77000046	77.81637573	7.699687125	70.11668861
2479	10.77000046	86.38720703	5.926383146	80.46082389
2480	10.77999973	30.48048973	17.49347633	12.9870134
2481	10.77999973	92.84999847	4.589232362	88.26076611
2482	10.78999996	43.25723648	14.84996894	28.40726754
2483	10.78999996	95.85767365	3.966944726	91.89072892
2484	10.80000019	96.36529541	3.861917843	92.50337757
2485	10.80000019	96.39051056	3.856700832	92.53380973
2486	10.81000042	30.09284782	17.57367939	12.51916843
2487	10.81000042	96.01465607	3.934465082	92.08019099
2488	10.81999969	95.25804901	4.091006992	91.16704202
2489	10.82999992	70.26911926	9.261213594	61.00790567
2490	10.84000015	45.16192245	14.45588964	30.70603282
2491	10.84000015	76.28823853	8.015858532	68.27237999
2492	10.85000038	79.88440704	7.271811692	72.61259535
2493	10.85999966	94.60822296	4.225455924	90.38276704
2494	10.88000011	92.56765747	4.647648682	87.92000879
2495	10.89000034	61.72467422	11.02905826	50.69561597
2496	10.89999962	56.52319717	12.10524324	44.41795393
2497	10.90999985	76.85519409	7.898555493	68.9566386
2498	10.92000008	89.75728607	5.229114192	84.52817188
2499	10.92000008	91.90857697	4.784012361	87.1245646
2500	10.93000031	84.32525635	6.353000498	77.97225585
2501	10.93999958	53.43813705	12.74354182	40.69459524
2502	10.93999958	87.32550812	5.732248762	81.59325936
2503	10.93999958	92.94267273	4.57005807	88.37261466
2504	10.93999958	93.55760956	4.442827713	89.11478185
2505	10.94999981	61.29507828	11.11794161	50.17713667
2506	10.96000004	64.85188293	10.38203915	54.46984379
2507	10.97000027	75.06768799	8.268390294	66.79929769
2508	10.97000027	95.09487152	4.124768395	90.97010313
2509	10.97000027	95.93117523	3.951737256	91.97943798
2510	10.97999954	49.31006622	13.59763918	35.71242704
2511	10.97999954	96.46424866	3.841444428	92.62280423
2512	10.98999977	96.01239777	3.934932324	92.07746544
2513	11	63.90187454	10.57859577	53.32327877
2514	11	83.29718781	6.565707757	76.73148005
2515	11.01000023	77.53755188	7.757375747	69.78017613
2516	11.01000023	96.2199173	3.891996557	92.32792074
2517	11.02000046	34.44480133	16.67326073	17.7715406
2518	11.02000046	39.76583481	15.57233953	24.19349528
2519	11.02000046	44.31371689	14.63138327	29.68233362
2520	11.02000046	44.37597656	14.61850175	29.75747481
2521	11.02000046	71.06963348	9.095587297	61.97404619
2522	11.02000046	95.74211884	3.990853002	91.75126583
2523	11.02000046	96.42457581	3.849652736	92.57492307
2524	11.03999996	40.241642	15.47389508	24.76774692
2525	11.03999996	76.32997131	8.007224023	68.32274729
2526	11.03999996	92.63455963	4.633806633	88.000753
2527	11.05000019	95.31920624	4.078353569	91.24085267
2528	11.07999992	43.47911453	14.8040624	28.67505214
2529	11.07999992	91.43280029	4.882450498	86.55034979
2530	11.09000015	94.10796356	4.328959535	89.77900403
2531	11.10000038	31.70949364	17.23919556	14.47029807
2532	11.10000038	50.51807022	13.3477033	37.17036692
2533	11.10000038	71.6215744	8.981390786	62.64018362
2534	11.10000038	72.66294098	8.765932165	63.89700881
2535	11.10000038	81.43292999	6.951422478	74.48150752
2536	11.10000038	96.19358063	3.897445611	92.29613502
2537	11.11999989	57.54069138	11.89472382	45.64596756
2538	11.11999989	70.89105225	9.132535734	61.75851651
2539	11.11999989	92.16596985	4.730757804	87.43521204
2540	11.13000011	61.00201416	11.17857654	49.82343762
2541	11.13000011	91.80731964	4.804962489	87.00235715
2542	11.13000011	96.30270386	3.874868028	92.42783583
